"id","name","province_id","ubigeo_reniec","ubigeo_inei","created_at","updated_at"
"1875","PURUS","2504","250401","250401",,
"1876","PUTIS","504","050314","050413",,
"1877","UNION PROGRESO","505","050412","050512",,
"1878","RIO MAGDALENA","505","050415","050513",,
"1879","NINABAMBA","505","050414","050514",,
"1880","PATIBAMBA","505","050413","050515",,
"1881","HUIPOCA","2503","250207","250306",,
"1882","BOQUERON","2503","250206","250307",,
"1883","SAN ANTONIO","1801","170107","180199",,
"1884","LAMBRAS","907","080533","090724",,
"1885","COCHABAMBA","907","080534","090725",,
"1886","SANTA MARIA DE HUACHIPA","1501",,"150144",,
"1887","KUMPIRUSHIATO","809","070916","080915",,
"1888","CIELO PUNCO","809","070917","080916",,
"1889","MANITEA","809","070918","080917",,
"1890","UNION ASHÁNINKA","809","070919","080918",,
"1891","AHUAYRO","306","030712","030612",,
"1892","SANTA LUCIA","2210","210806","221006",,
"1893","PUTUMAYO","1601","150107","160109",,
"1894","TENIENTE MANUEL CLAVERO","1601","150114","160114",,
